route_id,name,source_subject,source_domain,discipline_refined,module_refined,upper_concept_refined,sub_concept_refined,node_type,first_order_relation_type,exception_flag_refined,review_reason,exception_gap,content
auto_neuron_FinEval_neurons_political_economy_2,在资本主义条件下，某汽车垄断企业在一个生产周期内生产200辆汽车。该企业所耗费的生产资料价值为200万元，支付给工人的工,FinEval,political_economy,经济学大类,微观经济学,市场与决策,供需、弹性与市场结构,formula_or_calculation,formula_neighbor|prerequisite,,,multi_number_anchor_guard_missing,在资本主义条件下，某汽车垄断企业在一个生产周期内生产200辆汽车。该企业所耗费的生产资料价值为200万元，支付给工人的工资为200万元。此时，汽车行业的平均利润率为25$\%$。在这一生产周期内，如果每辆汽车以10万元的价格进行销售，则该汽车企业获得的垄断利润为____。 A. 1300万元 | B. 1400万元 | C. 1500万元 | D. 1600万元 答案:C
auto_neuron_FinEval_neurons_political_economy_9,以下关于资本周转说法不正确的有____。,FinEval,political_economy,金融学大类,金融学,基础金融理论,金融工具、市场与风险,formula_or_calculation,formula_neighbor|contrast,,,negative_question_guard_missing,以下关于资本周转说法不正确的有____。 A. 资本周转率与资本周转天数成反比 | B. 加快流动资本的周转速度可以加快资本周转速度 | C. 加快资本周转速度提高剩余价值率从而提高剩余价值 | D. 加快资本周转速度能够增加年剩余价值量 答案:C
auto_neuron_FinEval_neurons_political_economy_14,"以下哪个选项不正确？
A. 资本主义生产的目的是获得利润。
B. 不同生产部门的资本家之间必然展开激烈的竞争。
C. 大",FinEval,political_economy,金融学大类,金融学,基础金融理论,金融工具、市场与风险,formula_or_calculation,formula_neighbor|contrast,,,negative_question_guard_missing,以下哪个选项不正确？ A. 资本主义生产的目的是获得利润。 B. 不同生产部门的资本家之间必然展开激烈的竞争。 C. 大量资本必然从利润率低的部门转投到利润率高的部门。 D. 利润率的平均化导致利润转化为平均利润。 A. 某企业工人创造的剩余价值有被其他资本家侵占的可能 | B. 各部门内不同资本家的等量投资所得到的利润大体均等 | C. 商品价值就转化为生产价格 | D. 价值规律的实现形式发生了变化 答案:B
auto_neuron_FinEval_neurons_political_economy_21,某企业投资生产，50万元用于固定资本，以购买机器设备等，50万元用于流动资本，以购买原材料和劳动力等（其中购买劳动力支付,FinEval,political_economy,金融学大类,金融学,基础金融理论,金融工具、市场与风险,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,某企业投资生产，50万元用于固定资本，以购买机器设备等，50万元用于流动资本，以购买原材料和劳动力等（其中购买劳动力支付了30万元），一轮生产结束后，该企业的剩余价值率为100$\%$。那么，该企业的平均利润率为 ____。 A. 66.67$\%$ | B. 60$\%$ | C. 30$\%$ | D. 50$\%$ 答案:C
auto_neuron_FinEval_neurons_political_economy_27,某资本家投资200万元，其预付资本的有机构成是3:1，该资本家此次投资的剩余价值率为200$\%$，则该资本投资的利润为,FinEval,political_economy,金融学大类,金融学,基础金融理论,金融工具、市场与风险,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,某资本家投资200万元，其预付资本的有机构成是3:1，该资本家此次投资的剩余价值率为200$\%$，则该资本投资的利润为____。 A. 25万元 | B. 50万元 | C. 75万元 | D. 100万元 答案:D
auto_neuron_FinEval_neurons_public_finance_6,请指出，在拉弗曲线中，没有包含的经济含义是____。,FinEval,public_finance,税法与财政大类,税法与财政,税收制度,纳税义务与征管,formula_or_calculation,formula_neighbor,,,standard_vs_exam_conflict_guard_missing,请指出，在拉弗曲线中，没有包含的经济含义是____。 A. 税率、税收收入和经济增长之间存在着相互依存、相互制约的关系，理论上应当存在一种兼顾税收收入与经济增长的最优税率。 | B. 高税率不一定带来高税收收入，而高收入也不一定要实行高税率。 | C. 可由两种不同税率取得同一水平税收收入。 | D. 高税率一定带来高税收收入，高收入也一定要实行高税率。 答案:D
auto_neuron_FinEval_neurons_public_finance_7,外国投资者将从企业分得的利润，在中国境内再投资举办、扩建产品出口企业或先进企业，并且经营期不少于5年的情况下，按规定，应,FinEval,public_finance,金融学大类,税法,企业所得税,应纳税所得额与抵免,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,外国投资者将从企业分得的利润，在中国境内再投资举办、扩建产品出口企业或先进企业，并且经营期不少于5年的情况下，按规定，应根据____比例退还其再投资部分已纳所得税税款。 A. 40$\%$ | B. 50$\%$ | C. 60$\%$ | D. 100$\%$ 答案:D
auto_neuron_FinEval_neurons_public_finance_11,中央政府或国家政府是国家全国事务主管机构的总称，联邦制国家的中央政府，即称“联邦政府”。按照政府间职能分配的原则，以下职,FinEval,public_finance,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,abstraction_or_regularity,abstraction_peer,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,,中央政府或国家政府是国家全国事务主管机构的总称，联邦制国家的中央政府，即称“联邦政府”。按照政府间职能分配的原则，以下职能中不应由中央政府承担的是____。 A. 在经济衰退时期扩张经济 | B. 建立社会保障体系 | C. 消防工作 | D. 本国某城市申办奥运会 答案:C
auto_neuron_FinEval_neurons_public_finance_26,关于扩张性财政政策说法错误的是____。,FinEval,public_finance,经济学大类,宏观经济学,宏观总量与政策,产出、价格与政策传导,regulation_or_standard,regulation_peer|contrast,,,negative_question_guard_missing,关于扩张性财政政策说法错误的是____。 A. 当经济生活中需求不足时，运用扩张性财政政策可以刺激需求从而使供需平衡 | B. 当经济生活中总需求与总供给平衡时，扩张性财政政策会使社会总需求超过总供给 | C. 当经济生活中社会总需求超过总供给时，扩张性财政政策使供需平衡 | D. 当经济生活中社会总需求超过总供给时，扩张性财政政策使总供给超过总需求 答案:C
auto_neuron_FinEval_neurons_public_finance_28,下列选项中不属于外债结构的是____。,FinEval,public_finance,金融学大类,公司金融,资本预算与资本结构,现金流与资本成本,concept,contrast,,,negative_question_guard_missing,下列选项中不属于外债结构的是____。 A. 来源结构或持有者结构 | B. 资本结构 | C. 期限结构 | D. 币种结构 答案:B
auto_neuron_FinEval_neurons_public_finance_32,财政稳定经济的主要工具不包括____。,FinEval,public_finance,会计学大类,财政学,公共财政,财政收入支出与预算,concept,contrast,,,negative_question_guard_missing,财政稳定经济的主要工具不包括____。 A. 预算收支政策 | B. 内在稳定器 | C. 政策的选择 | D. 发行货币 答案:D
auto_neuron_FinEval_neurons_public_finance_34,公共财政隶属于社会市场经济，其特点不包括____。,FinEval,public_finance,会计学大类,财政学,公共财政,财政收入支出与预算,regulation_or_standard,regulation_peer|contrast|prerequisite,,,negative_question_guard_missing,公共财政隶属于社会市场经济，其特点不包括____。 A. 以公民权利平等、政治权力制衡为前提的规范的公共选择作为决策机制。 | B. 把提供公共产品和服务作为财政分配最重要的方式。 | C. 以满足社会公共需要为主要目标和工作重心。 | D. 管理运行上必然要有公开、透明、完整、严格的预算作为基本管理制度。 答案:B
auto_neuron_FinEval_neurons_public_finance_35,下列产品类型不属于公共产品的是____。,FinEval,public_finance,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,concept,contrast,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,negative_question_guard_missing,下列产品类型不属于公共产品的是____。 A. 纯公共产品 | B. 混合产品 | C. 准公共产品 | D. 公益产品 答案:D
auto_neuron_FinEval_neurons_public_finance_36,下列不属于公共需求特征的是____。,FinEval,public_finance,经济学大类,微观经济学,市场与决策,供需、弹性与市场结构,concept,contrast,,,negative_question_guard_missing,下列不属于公共需求特征的是____。 A. 社会成员享用不需要付出代价。 | B. 公共需要是可以无差别地共同享用的需要。 | C. 满足公共需要是政府的职责，因此，只能通过政府征税和收费以支撑提供的公共物品。 | D. 公共需要是社会公众的共同需要，并非普通意义上的数学加总。 答案:A
auto_neuron_FinEval_neurons_public_finance_38,以下各领域中，应当采用市场定价的是____。,FinEval,public_finance,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,regulation_or_standard,regulation_peer,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,,以下各领域中，应当采用市场定价的是____。 A. 铁路运输行业 | B. 天然气行业 | C. 通信行业 | D. 服装行业 答案:D
auto_neuron_FinEval_neurons_public_finance_39,影响国债规模的因素不包括____。,FinEval,public_finance,税法与财政大类,财政学,公共财政,财政收入支出与预算,concept,contrast,,,negative_question_guard_missing,影响国债规模的因素不包括____。 A. 财政政策选择 | B. 收入集成 | C. 总额分成 | D. 居民还债能力 答案:B
auto_neuron_FinEval_neurons_public_finance_44,关于国债利率的表述错误的是____。,FinEval,public_finance,金融学大类,投资学,债券定价与久期,利率敏感性与收益率,formula_or_calculation,formula_neighbor|contrast,,,negative_question_guard_missing,"关于国债利率的表述错误的是____。 A. 国债利率的计算方式影响国债的利率水平 | B. 国债利率的计息方式一般分为单利计息和复利计息 | C. 在实际收益率相等的情况下,单利计息国债的票面利率一般高于复利计息的票面利率 | D. 在实际收益率相等的情况下,单利计息国债的票面利率一般低于复利计息的票面利率 答案:D"
auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_0,《中华人民共和国证券法》已由中华人民共和国第十三届全国人民代表大会常务委员会第十五次会议于2019年12月28日修订通过,FinEval,securities_practitioner_qualification_certificate,金融监管与从业资格大类,证券从业与监管,证券发行交易与合规,发行、承销与信息披露,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,《中华人民共和国证券法》已由中华人民共和国第十三届全国人民代表大会常务委员会第十五次会议于2019年12月28日修订通过，收购人未按照《证券法》规定履行上市公司收购的公告、发出收购要约义务的，责令改正，给予警告，并处以____的罚款。 A. 50万元以上550万元以下 | B. 50万元以上500万元以下 | C. 10万元以上100万元以下 | D. 60万元以上600万元以下 答案:B
auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_3,我国《期货和衍生品法》补齐了我国期货和衍生品领域的法律短板，为促进规范行业和市场发展，保护投资者权益，推动期货市场更好服,FinEval,securities_practitioner_qualification_certificate,金融监管与从业资格大类,期货从业与监管,期货交易与风险管理,保证金、套保与套利,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,我国《期货和衍生品法》补齐了我国期货和衍生品领域的法律短板，为促进规范行业和市场发展，保护投资者权益，推动期货市场更好服务实体经济提供了强有力的法律保障。该法于2022年4月20日由中华人民共和国第十三届全国人民代表大会常务委员会第三十四次会议通过，自____起施行。 A. 44672 | B. 44774 | C. 44782 | D. 44905 答案:B
auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_4,若有登记人员从事的业务类别发生变化的，证券公司应当自发生变化之日起的____个工作日内为其办理变更登记。,FinEval,securities_practitioner_qualification_certificate,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,若有登记人员从事的业务类别发生变化的，证券公司应当自发生变化之日起的____个工作日内为其办理变更登记。 A. 5 | B. 14 | C. 7 | D. 28 答案:A
auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_7,根据2017年原中国银监会发布的《商业银行表外业务风险管理指引》，____是指商业银行从事的，按照现行的会计准则不计入资,FinEval,securities_practitioner_qualification_certificate,金融监管与从业资格大类,银行业监管与从业,商业银行风险与业务,信用、资本与流程监管,regulation_or_standard,regulation_peer,,,legacy_or_exam口径_guard_missing,根据2017年原中国银监会发布的《商业银行表外业务风险管理指引》，____是指商业银行从事的，按照现行的会计准则不计入资产负债表内，不形成现实资产负债，但能够引起当期损益变动的业务。 A. 负债业务 | B. 其他业务 | C. 表外业务 | D. 资产业务 答案:C
auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_8,未经国家有关主管部门批准，擅自发行股票或者公司、企业债券，数额巨大、后果严重的，对其责任人员处____以下有期徒刑或者拘,FinEval,securities_practitioner_qualification_certificate,金融学大类,投资学,债券定价与久期,利率敏感性与收益率,concept,same_domain,,,multi_number_anchor_guard_missing,未经国家有关主管部门批准，擅自发行股票或者公司、企业债券，数额巨大、后果严重的，对其责任人员处____以下有期徒刑或者拘役。 A. 1年 | B. 2年 | C. 5年 | D. 10年 答案:C
auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_9,按照《最高人民检察院、公安部关于公安机关管辖的刑事案件立案追诉标准的规定（二）》第四十四条的规定，对于数额达到____以,FinEval,securities_practitioner_qualification_certificate,法学与监管大类,经济法,商事法律制度,主体、交易与监管,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,按照《最高人民检察院、公安部关于公安机关管辖的刑事案件立案追诉标准的规定（二）》第四十四条的规定，对于数额达到____以上、以非法占有为目的的诈骗行为，使用非法集资的手段，应当立案追诉。 A. 10万元 | B. 20万元 | C. С.30万元 | D. 50万元 答案:A
auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_10,按照《证券法》的规定，下列情形，属于公开发行证券的是____。,FinEval,securities_practitioner_qualification_certificate,金融监管与从业资格大类,证券从业与监管,证券发行交易与合规,发行、承销与信息披露,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,按照《证券法》的规定，下列情形，属于公开发行证券的是____。 A. 向特定对象发行证券累计未超过100人 | B. 向特定对象发行证券累计210人，其中不包含依法实施员工持股计划的员工人数 | C. 向特定对象发行证券累计210人，其中包含依法实施员工持股计划的员工20人 | D. 向特定对象发行证券的 答案:B
auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_11,收购人未按照《证券法》规定履行上市公司收购的公告、发出收购要约义务的，责令改正，给予警告，并处以____的罚款。,FinEval,securities_practitioner_qualification_certificate,金融监管与从业资格大类,证券从业与监管,证券发行交易与合规,发行、承销与信息披露,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,收购人未按照《证券法》规定履行上市公司收购的公告、发出收购要约义务的，责令改正，给予警告，并处以____的罚款。 A. 5万元以上50万元以下 | B. 50万元以上500万元以下 | C. 35万元以上400万元以下 | D. 50万元以上550万元以下 答案:B
auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_13,依照《证券发行市场保荐业务管理办法》的规定，如果保荐代表人在连续的两个自然年内被监管部门采取措施的次数累计超过两次，那么,FinEval,securities_practitioner_qualification_certificate,金融监管与从业资格大类,证券从业与监管,证券发行交易与合规,发行、承销与信息披露,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,依照《证券发行市场保荐业务管理办法》的规定，如果保荐代表人在连续的两个自然年内被监管部门采取措施的次数累计超过两次，那么中国证监会可以在_____之内不接受与该保荐代表人所具体负责的推荐有关的事项。 A. 3 | B. 6 | C. 9 | D. 12 答案:B
auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_14,登记人员从事的业务类别发生变化的，证券公司应当自发生变化之日起_____个工作日内为其办理变更登记。,FinEval,securities_practitioner_qualification_certificate,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,登记人员从事的业务类别发生变化的，证券公司应当自发生变化之日起_____个工作日内为其办理变更登记。 A. 5 | B. 10 | C. 7 | D. 20 答案:A
auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_15,下列关于证券投资咨询人员从业管理，说法错误的是____。,FinEval,securities_practitioner_qualification_certificate,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,regulation_or_standard,regulation_peer|contrast|prerequisite,,,negative_question_guard_missing,下列关于证券投资咨询人员从业管理，说法错误的是____。 A. 证券投资咨询人员通过所在机构向中国银保监会登记 | B. 向客户提供证券投资顾问服务的人员，应当符合相关从业条件，并在中国证券业协会登记为证券投资顾问 | C. 证券投资咨询人员不得同时在超过一个证券投资咨询机构执业 | D. 同一人员不得同时登记为证券分析师和证券投资顾问 答案:A
auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_17,以下关于证券研究报告质量控制和合规审查的说法中，哪一个是错误的？,FinEval,securities_practitioner_qualification_certificate,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,regulation_or_standard,regulation_peer|contrast,,,negative_question_guard_missing,以下关于证券研究报告质量控制和合规审查的说法中，哪一个是错误的？ A. 证券期货经营机构应当建立健全证券研究报告发布前的质量控制机制，细化质量控制的目标、程序和岗位职责 | B. 任何形式的分享证券投资收益或者分担证券投资损失的口头承诺无效，但在证券研究报告中书面承诺的除外 | C. 证券研究报告中对证券及证券相关产品提出投资评级的，应当披露所使用的投资评级分类及其含义 | D. 证券分析师应当对其署名的证券研究报告的内容和观点负责，保证信息来源合法合规 答案:B
auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_19,按照《证券监督管理条例》和《证券公司治理准则》的要求，证券公司在召开董事会会议时，对相关的资料和文件的处理不正确的是__,FinEval,securities_practitioner_qualification_certificate,管理学大类,管理学,管理基础,组织、战略与决策,regulation_or_standard,regulation_peer|contrast,,,negative_question_guard_missing,按照《证券监督管理条例》和《证券公司治理准则》的要求，证券公司在召开董事会会议时，对相关的资料和文件的处理不正确的是____。 A. 董事会会议应当制作会议记录，并可以录音 | B. 董事会会议记录应当依法保存 | C. 出席会议的董事应当在会议记录上签字，而记录人没有签字硬性要求 | D. 董事会秘书负责股东(大)会和董事会会议的筹备、文件的保管以及股东资料的管理 答案:C
auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_24,我国《期货和衍生品法》于2022年4月20日由中华人民共和国第十三届全国人民代表大会常务委员会第三十四次会议通过，自__,FinEval,securities_practitioner_qualification_certificate,金融监管与从业资格大类,期货从业与监管,期货交易与风险管理,保证金、套保与套利,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,我国《期货和衍生品法》于2022年4月20日由中华人民共和国第十三届全国人民代表大会常务委员会第三十四次会议通过，自____起施行。 A. 2022年8月1日 | B. 2023年4月1日 | C. 2022年9月10日 | D. 2021年8月1日 答案:A
auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_25,违反《公司法》规定，若负责证券交易场所、证券登记结算机构的人员或证券公司的董事、监事、高级管理人员因违法或违纪行为被免职,FinEval,securities_practitioner_qualification_certificate,法学与监管大类,经济法,公司与投资法律制度,组织形式与治理,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,违反《公司法》规定，若负责证券交易场所、证券登记结算机构的人员或证券公司的董事、监事、高级管理人员因违法或违纪行为被免职，自解职之日起不得超过____的时间，将不再被允许担任证券交易所的负责人。 A. 1年 | B. 2年 | C. 3年 | D. 5年 答案:D
auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_26,制作审计报告、法律意见书等证券申报文件的证券服务机构和人员，在该证券承销期内和期满后____内，不得买卖该证券。,FinEval,securities_practitioner_qualification_certificate,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,制作审计报告、法律意见书等证券申报文件的证券服务机构和人员，在该证券承销期内和期满后____内，不得买卖该证券。 A. 6个月 | B. 9个月 | C. 1年 | D. 2年 答案:A
auto_neuron_FinEval_neurons_statistics_1,考虑总体均值的95.44$\%$置信度的置信区间，已知总体服从正态分布且标准差为10；要使得到的置信区间的半径不超过2，,FinEval,statistics,统计学大类,概率统计,概率分布,随机变量与分布,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,考虑总体均值的95.44$\%$置信度的置信区间，已知总体服从正态分布且标准差为10；要使得到的置信区间的半径不超过2，需要的最小样本容量为____。 A. 100 | B. 400 | C. 900 | D. 1600 答案:A
auto_neuron_FinEval_neurons_statistics_2,"设随机变量$X$服从$N(\mu,5^{2})$，$Y$服从$N(\mu,4^{2})$。记$P_{1}=P(X\leq",FinEval,statistics,法学与监管大类,经济法,商事法律制度,主体、交易与监管,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,"设随机变量$X$服从$N(\mu,5^{2})$，$Y$服从$N(\mu,4^{2})$。记$P_{1}=P(X\leq\mu-5)$，$P_{2}=P(Y\geq\mu+4)$，下列说法正确的是____。 A. 对任意实数$\mu$，都有$P_{1}=P_{2}$ | B. 对任意实数$\mu$，都有$P_{1}<P_{2}$ | C. 对任意实数$\mu$，都有$P_{1}>P_{2}$ | D. 只对$\mu$的个别值，才有$P_{1}=P_{2}$ 答案:A"
auto_neuron_FinEval_neurons_statistics_3,劳动生产率的可变组成指数为135.2$\%$，其职工人数结构影响指数为95.3$\%$，所以劳动生产率固定构成指数为__,FinEval,statistics,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,concept,same_domain,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,multi_number_anchor_guard_missing,劳动生产率的可变组成指数为135.2$\%$，其职工人数结构影响指数为95.3$\%$，所以劳动生产率固定构成指数为____。 A. 39.36$\%$ | B. 141.87$\%$ | C. 129.23$\%$ | D. 139.36$\%$ 答案:B
auto_neuron_FinEval_neurons_statistics_4,已知X服从二项分布，数学期望$E(X)=2.5$且方差$D(X)=1.25$，则二项分布的参数为____。,FinEval,statistics,统计学大类,概率统计,概率分布,随机变量与分布,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,已知X服从二项分布，数学期望$E(X)=2.5$且方差$D(X)=1.25$，则二项分布的参数为____。 A. $n=5$，$p=0.5$ | B. $n=6$，$p=0.4$ | C. $n=8$，$p=0.3$ | D. $n=24$，$p=0.1$ 答案:A
auto_neuron_FinEval_neurons_statistics_5,请从下面的选项中，选择一个分类变量____。,FinEval,statistics,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,concept,same_domain,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,,请从下面的选项中，选择一个分类变量____。 A. 年龄 | B. 工资 | C. 汽车产量 | D. 购买商品时的支付方式（现金、信用卡、支票） 答案:D
auto_neuron_FinEval_neurons_statistics_6,一家研究机构从IT从业者中随机抽取300人作为样本进行调查，其中70$\%$回答他们的月收入在5000元以上，60$\%,FinEval,statistics,会计学大类,财务会计,收入费用利润,确认与期间归属,concept,same_domain,,,multi_number_anchor_guard_missing,一家研究机构从IT从业者中随机抽取300人作为样本进行调查，其中70$\%$回答他们的月收入在5000元以上，60$\%$回答他们的消费支付方式是用信用卡。这里的总体是____。 A. IT业的全部从业者 | B. 300个IT从业者 | C. IT从业者的总收入 | D. IT从业者的消费支付方式 答案:A
auto_neuron_FinEval_neurons_statistics_7,针对对某城市内拥有空调的家庭比例进行估算，我们从500个家庭中抽取了一个样本，结果显示拥有空调的家庭比例为80$\%$。,FinEval,statistics,统计学大类,统计推断,参数估计,估计量与置信区间,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,针对对某城市内拥有空调的家庭比例进行估算，我们从500个家庭中抽取了一个样本，结果显示拥有空调的家庭比例为80$\%$。在这种情况下，80$\%$代表了样本得出的一个____。 A. 参数值 | B. 统计量的值 | C. 样本量 | D. 变量 答案:B
auto_neuron_FinEval_neurons_statistics_8,某研究报告写道，“由200部国内外手机组成的样本表明，外国手机的价格明显高于国产手机”。这一结论属于____。,FinEval,statistics,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,formula_or_calculation,formula_neighbor,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,,某研究报告写道，“由200部国内外手机组成的样本表明，外国手机的价格明显高于国产手机”。这一结论属于____。 A. 对样本的描述 | B. 对样本的推断 | C. 对总体的描述 | D. 对总体的推断 答案:D
auto_neuron_FinEval_neurons_statistics_11,在检验人的血压与年龄之间是否存在近似的线性关系时，对不同年龄段的人群进行随机抽样检测，包括0~20岁、20~30岁、30,FinEval,statistics,统计学大类,统计推断,假设检验,检验规则与错误类型,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,在检验人的血压与年龄之间是否存在近似的线性关系时，对不同年龄段的人群进行随机抽样检测，包括0~20岁、20~30岁、30~40岁、40~50岁、50~60岁和60岁以上的人。这种抽样方法被归类为____。 A. 简单抽样 | B. 分层抽样 | C. 系统抽样 | D. 整群抽样 答案:B
auto_neuron_FinEval_neurons_statistics_13,一名科学家想要利用图表来显示北京地区自4月份以来每天的二手房租金变化情况。在以下选项中，哪个图形最为适合？,FinEval,statistics,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,concept,same_domain,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,multi_number_anchor_guard_missing,一名科学家想要利用图表来显示北京地区自4月份以来每天的二手房租金变化情况。在以下选项中，哪个图形最为适合？ A. 1 | B. 散点图 | C. 折线图 | D. 茎叶图 答案:C
auto_neuron_FinEval_neurons_statistics_16,某企业职工的月收入被划分为不同组，分别是3000元以下、3000元～6000元、6000元～9000元、9000元～12,FinEval,statistics,会计学大类,财务会计,收入费用利润,确认与期间归属,concept,same_domain,,,multi_number_anchor_guard_missing,某企业职工的月收入被划分为不同组，分别是3000元以下、3000元～6000元、6000元～9000元、9000元～12000元和12000元以上。请问，第一组的中间值大约是多少？ A. 1000 | B. 1500 | C. 2000 | D. 2500 答案:B
auto_neuron_FinEval_neurons_statistics_17,某公司共有职工2000名，每月平均工资是1500元，标准差是500元。假定该公司职工的工资服从正态分布，月工资在1000,FinEval,statistics,统计学大类,概率统计,概率分布,随机变量与分布,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,某公司共有职工2000名，每月平均工资是1500元，标准差是500元。假定该公司职工的工资服从正态分布，月工资在1000元至2000元之间的职工人数大约为____。 A. 1750人 | B. 1950人 | C. 1550人 | D. 1360人 答案:D
auto_neuron_FinEval_neurons_statistics_18,现有一份样本，为100名中学生的IQ分数，由此计算得到以下统计量：样本平均=98，中位数=100，下四分位数=70$，上,FinEval,statistics,统计学大类,统计推断,参数估计,估计量与置信区间,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,现有一份样本，为100名中学生的IQ分数，由此计算得到以下统计量：样本平均=98，中位数=100，下四分位数=70$，上四分位数=120，众数=75，标准差=30。则关于这100名中学生，下面____项陈述正确。 A. 有一半学生分数小于98 | B. 有25$\%$的学生分数大于70 | C. 中间一半学生分数介于100到120之间 | D. 出现频次最高的分数是75 答案:D
auto_neuron_FinEval_neurons_statistics_20,"如果一组数据不是对称分布,根据切比雪夫不等式,对于$k=4$,其意义为____。",FinEval,statistics,统计学大类,概率统计,概率分布,随机变量与分布,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,"如果一组数据不是对称分布,根据切比雪夫不等式,对于$k=4$,其意义为____。 A. 至多有25$\%$的数据落在平均数加如减4个标准差的范围之外 | B. 至多有11$\%$的数据落在平均数加减咸4个标准差的范围之外 | C. 至多有6$\%$的数据落在平均数加加减4个标准差的范围之外 | D. 至多有1$\%$的数据落在平均数数加减4个标准差的范围之外 答案:C"
auto_neuron_FinEval_neurons_statistics_21,"已知$P(A)=a,P(B)=b,P(A\cupB)=c$，求$P(A\cap\bar{B})$的值____。",FinEval,statistics,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,concept,same_domain,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,,"已知$P(A)=a,P(B)=b,P(A\cupB)=c$，求$P(A\cap\bar{B})$的值____。 A. $a(1-b)$ | B. $a-b$ | C. $c-b$ | D. $a(1-c)$ 答案:C"
auto_neuron_FinEval_neurons_statistics_22,"离散型随机变量$\xi$的分布律为$P\{\xi=k\}=\frac{A}{3^{k}\timesk!}$，$k=0,1",FinEval,statistics,统计学大类,概率统计,概率分布,随机变量与分布,concept,same_domain,,,multi_number_anchor_guard_missing,"离散型随机变量$\xi$的分布律为$P\{\xi=k\}=\frac{A}{3^{k}\timesk!}$，$k=0,1,2,3,\cdots$，求常数$A$的值为____。 A. $e^{\frac{1}{3}}$ | B. $e^{\frac{-1}{3}}$ | C. $e^{-3}$ | D. $e^{3}$ 答案:B"
