group,subject,chinese_name,sub_concept,priority,search_query,desired_source_type,target_fields
legal_exam,legal_professional,法律职业资格,应当退回本院侦查部门,12,应当退回本院侦查部门 site:flk.npc.gov.cn 法律,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,legal_professional,法律职业资格,应当退回本院侦查部门,12,应当退回本院侦查部门 site:moj.gov.cn 法律职业资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,legal_professional,法律职业资格,诉至法院,12,诉至法院 site:flk.npc.gov.cn 法律,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,legal_professional,法律职业资格,诉至法院,12,诉至法院 site:moj.gov.cn 法律职业资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,legal_professional,法律职业资格,行为,12,行为 site:flk.npc.gov.cn 法律,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,legal_professional,法律职业资格,行为,12,行为 site:moj.gov.cn 法律职业资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,0000007FH,10,0000007FH 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,0000007FH,10,0000007FH 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,网桥,10,网桥 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,网桥,10,网桥 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,计算机软件,10,计算机软件 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,计算机软件,10,计算机软件 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,中断屏蔽,10,中断屏蔽 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,中断屏蔽,10,中断屏蔽 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,规范化,10,规范化 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,规范化,10,规范化 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,加快推进社会主义民主政治制度化,10,加快推进社会主义民主政治制度化 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,加快推进社会主义民主政治制度化,10,加快推进社会主义民主政治制度化 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,程序化,10,程序化 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,程序化,10,程序化 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,促进社会公平正义,10,促进社会公平正义 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,促进社会公平正义,10,促进社会公平正义 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,政府履行职能,10,政府履行职能 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,政府履行职能,10,政府履行职能 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,中学为体,10,中学为体 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,中学为体,10,中学为体 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,西学为用,10,西学为用 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,西学为用,10,西学为用 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,升结肠,10,升结肠 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,升结肠,10,升结肠 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,3时,10,3时 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,3时,10,3时 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,坚持型CSMA,10,坚持型CSMA 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,坚持型CSMA,10,坚持型CSMA 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,II,10,II 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,II,10,II 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,数据报交换可能出现分组乱序,10,数据报交换可能出现分组乱序 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,数据报交换可能出现分组乱序,10,数据报交换可能出现分组乱序 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,III,10,III 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,III,10,III 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,cd,10,cd 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,cd,10,cd 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,init,10,init 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,init,10,init 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,能运行更多的程序,10,能运行更多的程序 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,能运行更多的程序,10,能运行更多的程序 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,能运行更大的程序,10,能运行更大的程序 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,能运行更大的程序,10,能运行更大的程序 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,实现分时系统,10,实现分时系统 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,实现分时系统,10,实现分时系统 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,实现虚拟存储技术,10,实现虚拟存储技术 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,实现虚拟存储技术,10,实现虚拟存储技术 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,TLB,10,TLB 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,TLB,10,TLB 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,寄存器组,10,寄存器组 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,寄存器组,10,寄存器组 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,磁带,10,磁带 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,磁带,10,磁带 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,Sample,10,Sample 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,Sample,10,Sample 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,wheel,10,wheel 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,wheel,10,wheel 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,example,10,example 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,example,10,example 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,arr,10,arr 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,arr,10,arr 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,value,10,value 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,value,10,value 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,超前0,10,超前0 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,超前0,10,超前0 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,滞后0,10,滞后0 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,滞后0,10,滞后0 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,额定功率,10,额定功率 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,额定功率,10,额定功率 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,势能最大,10,势能最大 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,势能最大,10,势能最大 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,摩尔,10,摩尔 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,摩尔,10,摩尔 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,化整间距为0,10,化整间距为0 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,化整间距为0,10,化整间距为0 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,3g,10,3g 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,3g,10,3g 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,1V,10,1V 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,1V,10,1V 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,时间,10,时间 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,时间,10,时间 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,实事求是,10,实事求是 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,实事求是,10,实事求是 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,物质和意识的关系,10,物质和意识的关系 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,物质和意识的关系,10,物质和意识的关系 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,概念,10,概念 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,概念,10,概念 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,推理,10,推理 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,推理,10,推理 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,存在性,10,存在性 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,存在性,10,存在性 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,哲学的基本问题是,10,哲学的基本问题是 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,哲学的基本问题是,10,哲学的基本问题是 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,真理的客观性是指,10,真理的客观性是指 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,真理的客观性是指,10,真理的客观性是指 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,是否承认社会存在决定社会意识,10,是否承认社会存在决定社会意识 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,是否承认社会存在决定社会意识,10,是否承认社会存在决定社会意识 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,实践的观点,10,实践的观点 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,实践的观点,10,实践的观点 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,形而上学唯物主义观点,10,形而上学唯物主义观点 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,形而上学唯物主义观点,10,形而上学唯物主义观点 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,防微杜渐,10,防微杜渐 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,防微杜渐,10,防微杜渐 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,这说明,10,这说明 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,这说明,10,这说明 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,政权的组织形式,10,政权的组织形式 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,政权的组织形式,10,政权的组织形式 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,社会各阶级在国家中的地位,10,社会各阶级在国家中的地位 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,社会各阶级在国家中的地位,10,社会各阶级在国家中的地位 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,改造世界的物质活动,10,改造世界的物质活动 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,改造世界的物质活动,10,改造世界的物质活动 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,一国,10,一国 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,一国,10,一国 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,PM2,10,PM2 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,PM2,10,PM2 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,网红打卡地,10,网红打卡地 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,网红打卡地,10,网红打卡地 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,稳定物价,10,稳定物价 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,稳定物价,10,稳定物价 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,在这里,10,在这里 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,在这里,10,在这里 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,这启示我们,10,这启示我们 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,这启示我们,10,这启示我们 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,日起实施,10,日起实施 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,日起实施,10,日起实施 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,截至2010年3月,10,截至2010年3月 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,截至2010年3月,10,截至2010年3月 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,我国外汇储备余额为2,10,我国外汇储备余额为2 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,我国外汇储备余额为2,10,我国外汇储备余额为2 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,42万亿元,10,42万亿元 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,42万亿元,10,42万亿元 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,外汇是,10,外汇是 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,外汇是,10,外汇是 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,我国居民或法人持有的美元,10,我国居民或法人持有的美元 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,我国居民或法人持有的美元,10,我国居民或法人持有的美元 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,两种货币之间的兑换关系,10,两种货币之间的兑换关系 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,两种货币之间的兑换关系,10,两种货币之间的兑换关系 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,用于国际间结算的支付凭证,10,用于国际间结算的支付凭证 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,用于国际间结算的支付凭证,10,用于国际间结算的支付凭证 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,对外开放程度的标志,10,对外开放程度的标志 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,对外开放程度的标志,10,对外开放程度的标志 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,两会,10,两会 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,两会,10,两会 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,和平统一,10,和平统一 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,和平统一,10,和平统一 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,对此认识正确的有,10,对此认识正确的有 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,对此认识正确的有,10,对此认识正确的有 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,国有经济是国民经济的主导力量,10,国有经济是国民经济的主导力量 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,国有经济是国民经济的主导力量,10,国有经济是国民经济的主导力量 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,国有经济是社会主义经济制度的基础,10,国有经济是社会主义经济制度的基础 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,国有经济是社会主义经济制度的基础,10,国有经济是社会主义经济制度的基础 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,签订后,10,签订后 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,签订后,10,签订后 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,人与人,10,人与人 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,人与人,10,人与人 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,人与社会,10,人与社会 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,人与社会,10,人与社会 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,德才兼备,10,德才兼备 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,德才兼备,10,德才兼备 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,北宋前期,10,北宋前期 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,北宋前期,10,北宋前期 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,自然经济逐渐解体,10,自然经济逐渐解体 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,自然经济逐渐解体,10,自然经济逐渐解体 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,建国初国民经济恢复时期,10,建国初国民经济恢复时期 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,建国初国民经济恢复时期,10,建国初国民经济恢复时期 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,伏尔泰,10,伏尔泰 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,伏尔泰,10,伏尔泰 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,中说,10,中说 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,中说,10,中说 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,由此可见,10,由此可见 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,由此可见,10,由此可见 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,唐朝时,10,唐朝时 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
