id,type,subject,domain,name,aliases,keywords,priority,content
auto_neuron_FinEval_neurons_tax_law_15,neuron,FinEval,tax_law,下列是关于收入确认时间的说法，请找出不正确的一项____。,下列是关于收入确认时间的说法，请找出不正确的一项____。,,1.0,下列是关于收入确认时间的说法，请找出不正确的一项____。 A. 股息、红利等权益性投资收益，除另有规定外，按照被投资方作出利润分配决定的日期确认收入的实现 | B. 利息收入，按照合同约定的债务人应付利息的日期确认收入的实现 | C. 特许权使用费收入，按照收到特许权使用费的日期确认收入的实现 | D. 接受捐赠收入，按照实际收到捐赠资产的日期确认收入的实现 答案:C
auto_neuron_FinEval_neurons_tax_law_16,neuron,FinEval,tax_law,某企业接受一批材料捐赠，取得捐赠方按市场价格开具的增值税专用发票注明价款9万元，增值税1.3万元；受赠方自行支付运杂费0,某企业接受一批材料捐赠，取得捐赠方按市场价格开具的增值税专用发票注明价款9万元，增值税1.3万元；受赠方自行支付运杂费0,,1.0,某企业接受一批材料捐赠，取得捐赠方按市场价格开具的增值税专用发票注明价款9万元，增值税1.3万元；受赠方自行支付运杂费0.3万元，则该企业计入应纳税所得额的捐赠收入为____。 A. 10万元 | B. 10.3万元 | C. 11.3万元 | D. 10.6万元 答案:B
auto_neuron_FinEval_neurons_tax_law_17,neuron,FinEval,tax_law,按照企业所得税法的规定，以下____支出可以在税前扣除,按照企业所得税法的规定，以下____支出可以在税前扣除,,1.0,按照企业所得税法的规定，以下____支出可以在税前扣除 A. 税收滞纳金 | B. 非广告性赞助 | C. 企业所得税税款 | D. 按规定缴纳的财产保险费 答案:D
auto_neuron_FinEval_neurons_tax_law_18,neuron,FinEval,tax_law,下列消费品中属于消费税征税范围的是____。,下列消费品中属于消费税征税范围的是____。,,1.0,下列消费品中属于消费税征税范围的是____。 A. 烟酒 | B. 拖鞋 | C. 牙刷 | D. 普通自行车 答案:A
auto_neuron_FinEval_neurons_tax_law_19,neuron,FinEval,tax_law,根据《中华人民共和国消费税暂行条例》消费税税目税率附表规定，金银首饰、铂金首饰和钻石及钻石饰品5％；其他贵重首饰和珠宝玉,根据《中华人民共和国消费税暂行条例》消费税税目税率附表规定，金银首饰、铂金首饰和钻石及钻石饰品5％；其他贵重首饰和珠宝玉,,1.0,根据《中华人民共和国消费税暂行条例》消费税税目税率附表规定，金银首饰、铂金首饰和钻石及钻石饰品5％；其他贵重首饰和珠宝玉石10％。下列关于金银首饰消费税的说法，符合现行消费税政策规定的是____。 A. 金首饰的进口应纳消费税 | B. 银首饰的出厂销售应纳消费税 | C. 钻石饰品的批发应纳消费税 | D. 金基合金镶嵌首饰的零售应纳消费税 答案:D
auto_neuron_FinEval_neurons_tax_law_20,neuron,FinEval,tax_law,企业生产销售的下列产品中，属于消费税征税范围的是____。,企业生产销售的下列产品中，属于消费税征税范围的是____。,,1.0,企业生产销售的下列产品中，属于消费税征税范围的是____。 A. 电动汽车 | B. 拖鞋 | C. 销售价格为900元的手表 | D. 烟草 答案:D
auto_neuron_FinEval_neurons_tax_law_21,neuron,FinEval,tax_law,既不征收增值税也不征收消费税的行为是____。,既不征收增值税也不征收消费税的行为是____。,,1.0,既不征收增值税也不征收消费税的行为是____。 A. 高档化妆品生产企业将生产的高档化妆品奖励给有突出贡献的职工 | B. 高档化妆品生产企业将自产的高档香水精用于继续生产高档香水 | C. 高档化妆品生产企业将自产的高档香水精用于继续生产普通护肤品 | D. 外贸企业进口木制一次性筷子 答案:B
auto_neuron_FinEval_neurons_tax_law_22,neuron,FinEval,tax_law,哪项行为符合“营改增”政策中的“经营租赁服务”的要求？,哪项行为符合“营改增”政策中的“经营租赁服务”的要求？,,1.0,哪项行为符合“营改增”政策中的“经营租赁服务”的要求？ A. 出租车公司向使用本公司自有出租车的出租车司机收取的管理费用 | B. 水路运输的程租业务 | C. 纳税人将建筑施工设备配备操作人员出租给他人使用 | D. 地铁公司将车厢广告位用于广告公司发布广告 答案:D
auto_neuron_FinEval_neurons_tax_law_23,neuron,FinEval,tax_law,下列业务中，应当征收增值税的是____。,下列业务中，应当征收增值税的是____。,,1.0,下列业务中，应当征收增值税的是____。 A. 存款利息 | B. 销售货物 | C. 获得遗产 | D. 被保险人获得的保险赔付 答案:B
auto_neuron_FinEval_neurons_tax_law_24,neuron,FinEval,tax_law,下列各项业务中，不征收增值税的是____。,下列各项业务中，不征收增值税的是____。,,1.0,下列各项业务中，不征收增值税的是____。 A. 德国某公司转让专利权供我国A公司在德国和我国使用 | B. 航空运输企业无偿为关联企业提供的航空运输服务 | C. 航空运输企业已售票但未提供航空运输服务取得的逾期票证收入 | D. )根据国家指令无偿提供的铁路运输服务 答案:D
auto_neuron_FinEval_neurons_tax_law_25,neuron,FinEval,tax_law,《中华人民共和国增值税法》是中国关于增值税的法律法规。根据我国增值税法的相关规定，下列不视同销售行为的是____。,《中华人民共和国增值税法》是中国关于增值税的法律法规。根据我国增值税法的相关规定，下列不视同销售行为的是____。,,1.0,《中华人民共和国增值税法》是中国关于增值税的法律法规。根据我国增值税法的相关规定，下列不视同销售行为的是____。 A. 将购进的货物无偿赠送给灾民 | B. 单位效益不好，将自产的电视机发给员工做福利 | C. 将半成品从一个车间转移到另一个车间继续加工 | D. 将自产的设备用于投资入股 答案:C
auto_neuron_FinEval_neurons_tax_law_26,neuron,FinEval,tax_law,哪项税务行政处罚情形允许当事人在税务机关作出税务行政处罚决定之前提出听证要求？,哪项税务行政处罚情形允许当事人在税务机关作出税务行政处罚决定之前提出听证要求？,,1.0,哪项税务行政处罚情形允许当事人在税务机关作出税务行政处罚决定之前提出听证要求？ A. 某公司被处以5000元罚款 | B. 某中国公民被处以500元罚款 | C. 某合伙企业被处以1500元罚款 | D. 某非营利组织被处以15000元罚款 答案:D
auto_neuron_FinEval_neurons_tax_law_27,neuron,FinEval,tax_law,下列关于税务行政处罚权设定的表述中，哪一项符合税法规定____。,下列关于税务行政处罚权设定的表述中，哪一项符合税法规定____。,,1.0,下列关于税务行政处罚权设定的表述中，哪一项符合税法规定____。 A. 县级税务机关可以设定警告 | B. 税务行政规章对非经营活动中的违法行为设定罚款不得超过1000元 | C. 省级税务机关可以设定罚款 | D. 国家税务总局可以通过规章的形式设定除限制人身自由以外的税务行政处罚 答案:B
auto_neuron_FinEval_neurons_tax_law_28,neuron,FinEval,tax_law,在____的情况下，税务行政复议不是税务行政诉讼必经前置程序。,在____的情况下，税务行政复议不是税务行政诉讼必经前置程序。,,1.0,在____的情况下，税务行政复议不是税务行政诉讼必经前置程序。 A. 税务机关确定纳税人的纳税期限引起的税务争议 | B. 税务机关不予依法免税、退税引起的税务争议 | C. 税务机关不予减税引起的争议 | D. 税务机关的税收保全措施引起的税务争议 答案:D
auto_neuron_FinEval_neurons_tax_law_29,neuron,FinEval,tax_law,以下不属于税务行政诉讼原则的是____。,以下不属于税务行政诉讼原则的是____。,,1.0,以下不属于税务行政诉讼原则的是____。 A. 合法性审查原则 | B. 不适用调解原则 | C. 由税务机关负责赔偿原则 | D. 纳税人负举证责任原则 答案:D
auto_neuron_FinEval_neurons_tax_law_30,neuron,FinEval,tax_law,下列不承担税务登记义务的是____。,下列不承担税务登记义务的是____。,,1.0,下列不承担税务登记义务的是____。 A. 依法负有代扣代缴税款义务的单位 | B. 临时从事生产经营活动的个体户 | C. 无固定生产、经营场所的流动性农村小商贩 | D. 从事生产、经营的事业单位 答案:C
auto_neuron_FinEval_neurons_tax_law_31,neuron,FinEval,tax_law,关于纳税申报管理的表述正确的是____。,关于纳税申报管理的表述正确的是____。,,1.0,关于纳税申报管理的表述正确的是____。 A. 扣缴人不得采取邮寄申报的方式 | B. 纳税人在纳税期内没有应纳税款的，不必办理纳税申报 | C. 实行定期定额缴纳税款的纳税人可以实行简易申报、简并征期等申报纳税方式 | D. 主管税务机关根据纳税人实际情况及其所纳税种确定的纳税申报期限不具有法律效力 答案:C
auto_neuron_FinEval_neurons_tax_law_32,neuron,FinEval,tax_law,下列关于税款扣缴制度的表述说法正确的是____。,下列关于税款扣缴制度的表述说法正确的是____。,,1.0,下列关于税款扣缴制度的表述说法正确的是____。 A. 代扣税款手续费可以由税务所统一办理退库手续 | B. 个人收到的个人所得税扣缴手续费，应计征个人所得税 | C. 对纳税人、扣缴义务人、纳税担保人应缴纳的欠税及滞纳金，可以先行缴纳欠税，再依法缴纳滞纳金 | D. 扣缴义务人履行扣缴义务时，可从所扣缴的税款中减除扣缴手续费后再上交税务机关 答案:C
auto_neuron_FinEval_neurons_tax_law_33,neuron,FinEval,tax_law,下列选项中，不得作为纳税质押品的纳税人的财产或财产权利是____,下列选项中，不得作为纳税质押品的纳税人的财产或财产权利是____,,1.0,下列选项中，不得作为纳税质押品的纳税人的财产或财产权利是____ A. 汽车 | B. 活期存款单 | C. 房屋 | D. 定期存款单 答案:C
auto_neuron_FinEval_neurons_tax_law_34,neuron,FinEval,tax_law,根据非居民税收管理规定，关于企业所得税法实施条例中所得发生地主管税务机关的确定原则，下列哪个说法是正确的？,根据非居民税收管理规定，关于企业所得税法实施条例中所得发生地主管税务机关的确定原则，下列哪个说法是正确的？,,1.0,根据非居民税收管理规定，关于企业所得税法实施条例中所得发生地主管税务机关的确定原则，下列哪个说法是正确的？ A. 不动产转让所得，为转让不动产的企业的主管税务机关 | B. 权益性投资资产转让所得，为投资企业的所得税主管税务机关 | C. 股息、红利等权益性投资所得，为取得所得企业的所得税主管税务机关 | D. 利息所得、租金所得、特许权使用费所得，为负担、支付所得的单位或个人的所得税主管税务机关 答案:D
auto_neuron_FinEval_neurons_tax_law_35,neuron,FinEval,tax_law,某外国企业常驻代表机构从事售后服务，2018年主管税务机关对其2017年业务进行检查，发现该代表机构账簿不健全，经查收入,某外国企业常驻代表机构从事售后服务，2018年主管税务机关对其2017年业务进行检查，发现该代表机构账簿不健全，经查收入,,1.0,某外国企业常驻代表机构从事售后服务，2018年主管税务机关对其2017年业务进行检查，发现该代表机构账簿不健全，经查收入实为600万元，决定按照最低利润率对其进行核定征收企业所得税。2017年该常驻代表机构应缴纳企业所得税____万元。 A. 7.5 | B. 15 | C. 18 | D. 22.5 答案:D
auto_neuron_FinEval_neurons_tax_law_36,neuron,FinEval,tax_law,某境内公司适用的企业所得税税率为25$\%$，2018年度取得境内应纳税所得额200万元，境外分公司应纳税所得额80万元,某境内公司适用的企业所得税税率为25$\%$，2018年度取得境内应纳税所得额200万元，境外分公司应纳税所得额80万元,,1.0,某境内公司适用的企业所得税税率为25$\%$，2018年度取得境内应纳税所得额200万元，境外分公司应纳税所得额80万元，在境外已缴纳企业所得税10万元。2018年度该公司汇总纳税时实际在我国应缴纳企业所得税____万元。 A. 40 | B. 50 | C. 55 | D. 60 答案:D
auto_neuron_FinEval_neurons_tax_law_37,neuron,FinEval,tax_law,某居民企业2017年来自境外A国分公司的已纳所得税因超过抵免限额尚未扣除的余额为2万元；2018年取得境内应纳税所得额1,某居民企业2017年来自境外A国分公司的已纳所得税因超过抵免限额尚未扣除的余额为2万元；2018年取得境内应纳税所得额1,,1.0,某居民企业2017年来自境外A国分公司的已纳所得税因超过抵免限额尚未扣除的余额为2万元；2018年取得境内应纳税所得额180万元，来自A国分公司税后所得30万元，在A国已纳所得税额5万元，其在我国汇总缴纳____企业所得税。 A. 40.25 | B. 45.25 | C. 46.75 | D. 0 答案:C
auto_neuron_FinEval_neurons_tax_law_38,neuron,FinEval,tax_law,李某在2020年5月购买了一辆轿车用于个人使用，购车的价格为含增值税的219000元。此外，李某还支付了1000元的工具,李某在2020年5月购买了一辆轿车用于个人使用，购车的价格为含增值税的219000元。此外，李某还支付了1000元的工具,,1.0,李某在2020年5月购买了一辆轿车用于个人使用，购车的价格为含增值税的219000元。此外，李某还支付了1000元的工具件和零配件含税价款，以及4000元的车辆装饰费和8000元的销售公司代收保险费等。李某支付的所有款项都有销售公司开具的普通发票。根据这些信息，求李某应缴纳的车辆购置税金额为多少元。 A. 20530.97 | B. 18694 | C. 21900 | D. 19310.34 答案:A
auto_neuron_FinEval_neurons_tax_law_39,neuron,FinEval,tax_law,王某购买了一辆排量为1.8升的私家车，在2020年6月从汽车4S店支付了购车款232000元，并获得了一张含增值税的机动,王某购买了一辆排量为1.8升的私家车，在2020年6月从汽车4S店支付了购车款232000元，并获得了一张含增值税的机动,,1.0,王某购买了一辆排量为1.8升的私家车，在2020年6月从汽车4S店支付了购车款232000元，并获得了一张含增值税的机动车销售统一发票。此外，他还支付了5000元的代收保险费，并获得了一张保险公司开具的票据。另外，他还支付了购买工具件价款1000元，并获得了汽车4S店开具的普通发票。请问王某还需要缴纳多少车辆购置税？ A. 20000元 | B. 20619.47元 | C. 20517.24元 | D. 23800元 答案:B
auto_neuron_FinEval_neurons_tax_law_40,neuron,FinEval,tax_law,2020年3月，某进出口公司进口同牌号小轿车20辆，完税价格合计420万元人民币；关税税额100万元；消费税52万元；增,2020年3月，某进出口公司进口同牌号小轿车20辆，完税价格合计420万元人民币；关税税额100万元；消费税52万元；增,,1.0,2020年3月，某进出口公司进口同牌号小轿车20辆，完税价格合计420万元人民币；关税税额100万元；消费税52万元；增值税75.29万元，该公司将13辆小轿车售出，2辆奖励给优秀员工，4辆待售，1辆留本单位使用。则该公司应纳车辆购置税税额____万元。 A. 1.83 | B. 2.86 | C. 4.23 | D. 5.22 答案:B
auto_neuron_FinEval_neurons_tax_law_41,neuron,FinEval,tax_law,购入一辆新型小轿车的某公民，在2020年5月支付了29万元的车款并缴纳了购置税。然而在2021年5月末，该公民因为车辆存,购入一辆新型小轿车的某公民，在2020年5月支付了29万元的车款并缴纳了购置税。然而在2021年5月末，该公民因为车辆存,,1.0,购入一辆新型小轿车的某公民，在2020年5月支付了29万元的车款并缴纳了购置税。然而在2021年5月末，该公民因为车辆存在严重的质量问题，决定申请退货并获得了厂家的退款。那么，该公民可以申请退还多少万元的车辆购置税呢？ A. 0 | B. 2.31 | C. 2.5 | D. 2.92 答案:B
auto_neuron_FinEval_neurons_tax_law_42,neuron,FinEval,tax_law,某人拥有两处房产，一处原值60万元的房产供自己和家人居住，另一处原值20万元的房产于2022年6月1日出租给王某居住，按,某人拥有两处房产，一处原值60万元的房产供自己和家人居住，另一处原值20万元的房产于2022年6月1日出租给王某居住，按,,1.0,某人拥有两处房产，一处原值60万元的房产供自己和家人居住，另一处原值20万元的房产于2022年6月1日出租给王某居住，按市场价每月取得租金收入1000元。则此人当年应缴纳的房产税为____。 A. 280元 | B. 360元 | C. 840元 | D. 864元 答案:A
auto_neuron_FinEval_neurons_tax_law_43,neuron,FinEval,tax_law,甲公司2020年年初房产原值为8000万元，3月与乙公司签订租赁合同，约定自2020年4月起将原值500万元房产租赁给乙,甲公司2020年年初房产原值为8000万元，3月与乙公司签订租赁合同，约定自2020年4月起将原值500万元房产租赁给乙,,1.0,甲公司2020年年初房产原值为8000万元，3月与乙公司签订租赁合同，约定自2020年4月起将原值500万元房产租赁给乙公司，租期3年，月租金5万元，2020年4～6月为免租使用期间。甲公司所在地计算房产税余值减除比例为40$\%$，甲公司2020年度应缴纳的房产税为____。（不考虑增值税的影响） A. 59.4 | B. 65.3 | C. 67.1 | D. 52.4 答案:A
auto_neuron_FinEval_neurons_tax_law_44,neuron,FinEval,tax_law,2010年4月，某企业将其与办公楼相连的地下停车场和另一独立的地下建筑物改为地下生产车间，停车场原值200万元，地下建筑,2010年4月，某企业将其与办公楼相连的地下停车场和另一独立的地下建筑物改为地下生产车间，停车场原值200万元，地下建筑,,1.0,2010年4月，某企业将其与办公楼相连的地下停车场和另一独立的地下建筑物改为地下生产车间，停车场原值200万元，地下建筑物原价300万元，该企业所在省财政和地方税务部门确定地下建筑物的房产原价的折算比例为50$\%$，房产原值减除比例为30$\%$。该企业以上两处地下建筑物2020年4月至12月份应缴纳房产税____万元。 A. 2.1 | B. 2.35 | C. 2.205 | D. 2.21 答案:C
auto_neuron_FinEval_neurons_tax_law_45,neuron,FinEval,tax_law,某企业于2020年2月以3000万元购得一宗土地，面积为1500平方米。在购地后，企业投入200万元进行土地开发，并在该,某企业于2020年2月以3000万元购得一宗土地，面积为1500平方米。在购地后，企业投入200万元进行土地开发，并在该,,1.0,某企业于2020年2月以3000万元购得一宗土地，面积为1500平方米。在购地后，企业投入200万元进行土地开发，并在该土地上建造了一座建筑面积为800平方米的车间。根据房产税的计征规则，计入该车间计征房产税的房产原值中的地价为多少万元? A. 2800 | B. 3000 | C. 2400 | D. 1200 答案:A
auto_neuron_FinEval_neurons_tax_law_46,neuron,FinEval,tax_law,可以作为国家征税主要依据的权力是____。,可以作为国家征税主要依据的权力是____。,,1.0,可以作为国家征税主要依据的权力是____。 A. 监督权力 | B. 政治权力 | C. 财产权力 | D. 社会权力 答案:B
auto_neuron_FinEval_neurons_tax_law_47,neuron,FinEval,tax_law,下列说法中，对税收法律关系的表述正确的是____。,下列说法中，对税收法律关系的表述正确的是____。,,1.0,下列说法中，对税收法律关系的表述正确的是____。 A. 税法是建立法律关系的前提，它可以产生具体的税收法律关系 | B. 税收法律关系的保护对权利主体双方是不平等的 | C. 代表国家行使征税职责的各级国家税务机关是税收法律关系中的权利主体之一 | D. 总体上税收法律关系与其他法律关系一样，都是由权利主体、权利客体两方面构成 答案:C
auto_neuron_FinEval_neurons_tax_law_48,neuron,FinEval,tax_law,下列法律中，明确规定“中华人民共和国公民有依照法律纳税的义务”的是____。,下列法律中，明确规定“中华人民共和国公民有依照法律纳税的义务”的是____。,,1.0,下列法律中，明确规定“中华人民共和国公民有依照法律纳税的义务”的是____。 A. 《中华人民共和国宪法》 | B. 《中华人民共和国民法通则》 | C. 《中华人民共和国刑法通则》 | D. 《中华人民共和国基本法通则》 答案:A
auto_neuron_FinEval_neurons_tax_law_49,neuron,FinEval,tax_law,下列原则属于税法基本原则核心的是____。,下列原则属于税法基本原则核心的是____。,,1.0,下列原则属于税法基本原则核心的是____。 A. 税收公平原则 | B. 税收效率原则 | C. 实质课税原则 | D. 税收法定原则 答案:D
auto_neuron_会计学_neurons_基础会计_0,neuron,会计学,基础会计,会计要素,会计要素,,1.0,六要素:资产(过去事项形成/拥有或控制/预期带来经济利益)/负债(现时义务/预期导致经济利益流出)/所有者权益/收入/费用/利润=收入-费用+利得-损失
auto_neuron_会计学_neurons_基础会计_1,neuron,会计学,基础会计,会计科目与账户,会计科目与账户,,1.0,科目是对会计要素的分类; 账户根据科目开设; 账户结构:左方借方右方贷方; 期末余额=期初余额+本期增加发生额-本期减少发生额
auto_neuron_会计学_neurons_基础会计_2,neuron,会计学,基础会计,会计分录,会计分录,,1.0,确定经济业务涉及的会计科目、记账方向和金额; 简单分录(一借一贷)/复合分录(一借多贷/多借一贷/多借多贷)
auto_neuron_会计学_neurons_基础会计_3,neuron,会计学,基础会计,T型账户,T型账户,,1.0,"T型账户的左边是借方右边是贷方; 用于教学和分析; 资产类账户:期初余额在借方,增加记借方减少记贷方"
auto_neuron_会计学_neurons_基础会计_4,neuron,会计学,基础会计,原始凭证与记账凭证,原始凭证与记账凭证,,1.0,原始凭证(发票/收据/银行回单等)是业务发生的原始记录; 记账凭证是会计人员根据审核无误的原始凭证编制的会计分录; 凭证编号/日期/摘要/科目/金额
auto_neuron_会计学_neurons_基础会计_5,neuron,会计学,基础会计,会计账簿,会计账簿,,1.0,日记账(现金/银行存款)/明细分类账(三栏式/多栏式/数量金额式)/总分类账; 平行登记:依据相同/方向相同/期间相同/金额相等
auto_neuron_会计学_neurons_基础会计_6,neuron,会计学,基础会计,对账与财产清查,对账与财产清查,,1.0,账证核对/账账核对/账实核对; 财产清查方法:实地盘点(现金/存货)/核对账目(银行存款/往来款项); 盘盈盘亏处理
auto_neuron_会计学_neurons_基础会计_7,neuron,会计学,基础会计,结账,结账,,1.0,月末/季末/年末结转损益类账户(收入/费用→本年利润); 结出各账户期末余额; 划红线(月结单线/年结双线)
auto_neuron_会计学_neurons_基础会计_8,neuron,会计学,基础会计,错账更正方法,错账更正方法,,1.0,划线更正法(记账凭证无误账簿记错); 红字更正法(凭证科目或金额多记); 补充登记法(凭证金额少记)
auto_neuron_会计学_neurons_基础会计_9,neuron,会计学,基础会计,借贷记账法,借贷记账法,,1.0,有借必有贷借贷必相等; 资产/费用借方增贷方减; 负债/权益/收入贷方增借方减
auto_neuron_会计学_neurons_中级财务会计_0,neuron,会计学,中级财务会计,货币资金,货币资金,,1.0,库存现金(限额管理/日清月结); 银行存款(余额调节表→未达账项); 其他货币资金(银行汇票/银行本票/信用卡/信用证/外埠存款)
auto_neuron_会计学_neurons_中级财务会计_1,neuron,会计学,中级财务会计,应收款项,应收款项,,1.0,应收账款按扣除商业折扣后的金额入账; 现金折扣总价法(计入财务费用); 坏账准备计提(余额百分比/账龄分析法/个别认定法); 应收票据(贴现/背书转让)
auto_neuron_会计学_neurons_中级财务会计_2,neuron,会计学,中级财务会计,存货,存货,,1.0,存货包括原材料/在产品/半成品/产成品/周转材料; 采购成本=买价+运费+装卸+保险+入库前挑选整理; 存货跌价准备; 周转材料摊销(一次摊销/五五摊销)
auto_neuron_会计学_neurons_中级财务会计_3,neuron,会计学,中级财务会计,固定资产,固定资产,,1.0,外购原值=买价+运费+安装费+相关税费; 自行建造=工程物资+人工+借款费用资本化(符合条件); 折旧范围:已提足/单独计价入账的土地不提折旧; 后续支出(资本化vs费用化); 处置计入资产处置损益
auto_neuron_会计学_neurons_中级财务会计_4,neuron,会计学,中级财务会计,无形资产,无形资产,,1.0,专利权/非专利技术/商标权/著作权/土地使用权/特许权; 自行研发:研究阶段费用化/开发阶段符合条件可资本化; 摊销年限(合同/法律孰短; 无明确≤10年); 商誉不摊销只减值
auto_neuron_会计学_neurons_中级财务会计_5,neuron,会计学,中级财务会计,长期股权投资,长期股权投资,,1.0,成本法(控制→子公司/ >50%); 权益法(重大影响→联营企业20-50%); 初始计量(合并/非合并取得); 权益法下按持股比例调整被投资方净资产变动
auto_neuron_会计学_neurons_中级财务会计_6,neuron,会计学,中级财务会计,投资性房地产,投资性房地产,,1.0,"为赚取租金或资本增值持有的房地产; 初始计量:外购/自行建造按成本; 后续计量:成本模式(折旧+减值)vs公允价值模式(不计提折旧按期末公允价值调整,差额计入公允价值变动损益)"
auto_neuron_会计学_neurons_中级财务会计_7,neuron,会计学,中级财务会计,金融资产分类,金融资产分类,,1.0,①摊余成本计量(AC):收取合同现金流+SPPI测试; ②公允价值变动计入其他综合收益(FVOCI):双重目标; ③公允价值变动计入当期损益(FVPL):交易性及其他
auto_neuron_会计学_neurons_中级财务会计_8,neuron,会计学,中级财务会计,负债,负债,,1.0,流动负债(短期借款/应付票据/应付账款/预收账款/应付职工薪酬/应交税费/应付股利/其他应付款); 非流动负债(长期借款/应付债券/长期应付款); 借款费用资本化
auto_neuron_会计学_neurons_中级财务会计_9,neuron,会计学,中级财务会计,应交税费核算,应交税费核算,,1.0,增值税(销项-进项)一般纳税人:应交税费-应交增值税(进项税额/销项税额/已交税金/转出未交); 消费税/企业所得税/个人所得税代扣/城建税/教育费附加/房产税/印花税
auto_neuron_会计学_neurons_中级财务会计_10,neuron,会计学,中级财务会计,所有者权益,所有者权益,,1.0,实收资本(注册资本); 资本公积(资本溢价/股本溢价/其他资本公积); 其他综合收益(以后可转损益vs不可转损益); 盈余公积(法定10%/任意); 未分配利润
auto_neuron_会计学_neurons_中级财务会计_11,neuron,会计学,中级财务会计,期间费用,期间费用,,1.0,管理费用(行政/折旧/摊销/办公/差旅/招待); 销售费用(广告/展销/包装/运输/销售薪酬); 财务费用(利息支出-利息收入+汇兑损益+银行手续费); 研发费用
auto_neuron_会计学_neurons_中级财务会计_12,neuron,会计学,中级财务会计,收入确认(IFRS15/CAS14),收入确认(IFRS15/CAS14),,1.0,识别合同→识别履约义务→确定交易价格→分摊价格→确认收入; 时点履约vs时段履约(边做边转移控制权); 合同资产vs应收账款; 合同负债(预收)
auto_neuron_会计学_neurons_中级财务会计_13,neuron,会计学,中级财务会计,政府补助,政府补助,,1.0,与资产相关(冲减账面价值或确认递延收益分期转入); 与收益相关(补偿已发生的→当期损益; 补偿未来的→递延收益); 退回→冲减或计入当期损益
auto_neuron_会计学_neurons_中级财务会计_14,neuron,会计学,中级财务会计,借款费用资本化,借款费用资本化,,1.0,资本化条件:资产支出已发生/借款费用已发生/必要的购建活动已开始; 资本化期间:利息=累计支出加权平均数×资本化率; 暂停资本化(非正常中断>3个月); 停止资本化(达到预定可使用状态)
auto_neuron_会计学_neurons_中级财务会计_15,neuron,会计学,中级财务会计,非货币性资产交换,非货币性资产交换,,1.0,具有商业实质+公允价值可靠计量→以换出资产公允价值为基础确认换入资产; 不具备上述条件→以换出资产账面价值为基础; 补价<25%
auto_neuron_会计学_neurons_中级财务会计_16,neuron,会计学,中级财务会计,债务重组,债务重组,,1.0,以资产清偿/债务转资本/修改条件/混合方式; 债务人确认重组收益; 债权人确认重组损失; 公允价值计量
auto_neuron_会计学_neurons_高级财务会计_0,neuron,会计学,高级财务会计,企业合并,企业合并,,1.0,同一控制下合并→账面价值/不产生商誉; 非同一控制下合并→公允价值/差额为商誉或负商誉(当期损益); 合并成本=支付对价的公允价值
auto_neuron_会计学_neurons_高级财务会计_1,neuron,会计学,高级财务会计,合并财务报表,合并财务报表,,1.0,合并资产负债表(内部债权债务/内部交易存货/内部交易固定资产抵销); 合并利润表(内部销售收入抵销); 少数股东权益/少数股东损益; 股权投资抵销
auto_neuron_会计学_neurons_高级财务会计_2,neuron,会计学,高级财务会计,外币折算,外币折算,,1.0,外币交易:交易日按即期汇率(或近似汇率)折合; 货币性项目(货币资金/应收应付/借款)→期末按即期汇率调整差额入财务费用; 非货币性项目(历史成本计量不调整); 境外经营报表折算
auto_neuron_会计学_neurons_高级财务会计_3,neuron,会计学,高级财务会计,股份支付,股份支付,,1.0,权益结算(授予日公允价值→等待期内分摊); 现金结算(资产负债表日重新计量→每个报告期); 可行权条件的修改
auto_neuron_会计学_neurons_高级财务会计_4,neuron,会计学,高级财务会计,衍生金融工具,衍生金融工具,,1.0,远期/期货/期权(看涨call/看跌put)/互换; 套期会计:公允价值套期/现金流量套期/境外经营净投资套期; 嵌入式衍生工具是否需分拆
auto_neuron_会计学_neurons_高级财务会计_5,neuron,会计学,高级财务会计,租赁(IFRS16/CAS21),租赁(IFRS16/CAS21),,1.0,"除短期租赁(≤12个月)和低价值租赁外,承租人确认使用权资产和租赁负债; 折现率(租赁内含利率或增量借款利率); 使用权资产直线法折旧/租赁负债按实际利率法摊销"
auto_neuron_会计学_neurons_高级财务会计_6,neuron,会计学,高级财务会计,所得税会计,所得税会计,,1.0,账面价值vs计税基础→暂时性差异; 应纳税暂时性差异→递延所得税负债; 可抵扣暂时性差异→递延所得税资产(需满足未来应纳税所得额条件); 所得税费用=当期所得税+递延所得税
auto_neuron_会计学_neurons_高级财务会计_7,neuron,会计学,高级财务会计,每股收益,每股收益,,1.0,基本EPS=归属于普通股股东净利润÷加权平均普通股股数; 稀释EPS需考虑潜在稀释因素(可转债/认股权证/股份期权→假设已转换)
auto_neuron_会计学_neurons_高级财务会计_8,neuron,会计学,高级财务会计,公允价值计量,公允价值计量,,1.0,三个层次:第一层(活跃市场报价)/第二层(类似资产可观测输入)/第三层(不可观测输入需估值技术); 市场法/收益法/成本法
auto_neuron_会计学_neurons_成本会计_0,neuron,会计学,成本会计,成本核算程序,成本核算程序,,1.0,①确定成本计算对象 ②归集和分配要素费用 ③归集和分配辅助生产费用 ④归集和分配制造费用 ⑤计算完工产品和在产品成本
auto_neuron_会计学_neurons_成本会计_1,neuron,会计学,成本会计,辅助生产费用分配,辅助生产费用分配,,1.0,直接分配法(对外交互后不再向内分配); 交互分配法(先交互再对外); 计划成本分配法; 顺序分配法; 代数分配法
