route_id,subject,domain,name,layer,score_abs,score_reg,type,keywords,content
auto_neuron_FinEval_neurons_public_finance_7,FinEval,public_finance,外国投资者将从企业分得的利润，在中国境内再投资举办、扩建产品出口企业或先进企业，并且经营期不少于5年的情况下，按规定，应,regularity,0,2,neuron,,外国投资者将从企业分得的利润，在中国境内再投资举办、扩建产品出口企业或先进企业，并且经营期不少于5年的情况下，按规定，应根据____比例退还其再投资部分已纳所得税税款。 A. 40$\%$ | B. 50$\%$ | C. 60$\%$ | D. 100$\%$ 答案:D
auto_neuron_FinEval_neurons_public_finance_11,FinEval,public_finance,中央政府或国家政府是国家全国事务主管机构的总称，联邦制国家的中央政府，即称“联邦政府”。按照政府间职能分配的原则，以下职,abstraction,2,0,neuron,,中央政府或国家政府是国家全国事务主管机构的总称，联邦制国家的中央政府，即称“联邦政府”。按照政府间职能分配的原则，以下职能中不应由中央政府承担的是____。 A. 在经济衰退时期扩张经济 | B. 建立社会保障体系 | C. 消防工作 | D. 本国某城市申办奥运会 答案:C
auto_neuron_FinEval_neurons_public_finance_40,FinEval,public_finance,国家预算体系是在____基础上形成的国家预算组织结构。,abstraction,3,0,neuron,,国家预算体系是在____基础上形成的国家预算组织结构。 A. 国家政权结构、行政区域划分和财政管理体制 | B. 国家政权机制、行政区域划分和财政管理体制 | C. 国家政权机制、行政区域管理和财政管理体制 | D. 国家政权结构、行政区域管理和财政管理体制 答案:A
auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_9,FinEval,securities_practitioner_qualification_certificate,按照《最高人民检察院、公安部关于公安机关管辖的刑事案件立案追诉标准的规定（二）》第四十四条的规定，对于数额达到____以,regularity,0,2,neuron,,按照《最高人民检察院、公安部关于公安机关管辖的刑事案件立案追诉标准的规定（二）》第四十四条的规定，对于数额达到____以上、以非法占有为目的的诈骗行为，使用非法集资的手段，应当立案追诉。 A. 10万元 | B. 20万元 | C. С.30万元 | D. 50万元 答案:A
auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_13,FinEval,securities_practitioner_qualification_certificate,依照《证券发行市场保荐业务管理办法》的规定，如果保荐代表人在连续的两个自然年内被监管部门采取措施的次数累计超过两次，那么,regularity,0,2,neuron,,依照《证券发行市场保荐业务管理办法》的规定，如果保荐代表人在连续的两个自然年内被监管部门采取措施的次数累计超过两次，那么中国证监会可以在_____之内不接受与该保荐代表人所具体负责的推荐有关的事项。 A. 3 | B. 6 | C. 9 | D. 12 答案:B
auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_16,FinEval,securities_practitioner_qualification_certificate,证券研报发布的独立性原则包括了____,abstraction,3,0,neuron,,证券研报发布的独立性原则包括了____ A. 证券期货经营机构制作证券研究报告应当坚持客观原则，避免使用夸大、低俗、诱导性、煽动性的标题或者用语，不得对证券估值、投资评级作出任何形式的保证 | B. 证券期货经营机构应当公平对待证券研究报告的发布对象，不得将证券研究报告的内容或者观点，优先提供给公司内部部门、人员或者特定对象 | C. 证券期货经营机构应当采取有效措施，保证制作发布证券研究报告不受利益相关者的千涉和影响 | D. 证券期货经营机构制作证券研究报告应当采用严蓮的
auto_neuron_FinEval_neurons_statistics_11,FinEval,statistics,在检验人的血压与年龄之间是否存在近似的线性关系时，对不同年龄段的人群进行随机抽样检测，包括0~20岁、20~30岁、30,abstraction,2,0,neuron,,在检验人的血压与年龄之间是否存在近似的线性关系时，对不同年龄段的人群进行随机抽样检测，包括0~20岁、20~30岁、30~40岁、40~50岁、50~60岁和60岁以上的人。这种抽样方法被归类为____。 A. 简单抽样 | B. 分层抽样 | C. 系统抽样 | D. 整群抽样 答案:B
auto_neuron_FinEval_neurons_statistics_15,FinEval,statistics,统计图是图解分析方法的统计学工具，适合于比较研究两个或多个样本或总体的结构性问题的____。,abstraction,2,0,neuron,,统计图是图解分析方法的统计学工具，适合于比较研究两个或多个样本或总体的结构性问题的____。 A. 环形图 | B. 饼图 | C. 直方图 | D. 茎叶图 答案:A
auto_neuron_FinEval_neurons_tax_law_3,FinEval,tax_law,某企业成立于2020 年 5 月，其财务人员于2022 年4 月为了解企业所得税优惠政策的小型微利企业认定标准，故向聘请,regularity,0,2,neuron,,某企业成立于2020 年 5 月，其财务人员于2022 年4 月为了解企业所得税优惠政策的小型微利企业认定标准，故向聘请的注册会计师咨询可享受。财务人员的下列表述中，符合税法规定的是____。 A. 小型微利企业优惠政策可适用于非限制性行业 | B. 计算小型微利企业从事人数指标时不包括企业接受的劳务派遣人数 | C. 小型微利企业资产总额指标按企业全年的季度平均值确定 | D. 年度中间开业的小型微利企业从下一实际经营期开始确定相关指标 答案:C
auto_neuron_FinEval_neurons_tax_law_19,FinEval,tax_law,根据《中华人民共和国消费税暂行条例》消费税税目税率附表规定，金银首饰、铂金首饰和钻石及钻石饰品5％；其他贵重首饰和珠宝玉,regularity,0,3,neuron,,根据《中华人民共和国消费税暂行条例》消费税税目税率附表规定，金银首饰、铂金首饰和钻石及钻石饰品5％；其他贵重首饰和珠宝玉石10％。下列关于金银首饰消费税的说法，符合现行消费税政策规定的是____。 A. 金首饰的进口应纳消费税 | B. 银首饰的出厂销售应纳消费税 | C. 钻石饰品的批发应纳消费税 | D. 金基合金镶嵌首饰的零售应纳消费税 答案:D
auto_neuron_FinEval_neurons_tax_law_34,FinEval,tax_law,根据非居民税收管理规定，关于企业所得税法实施条例中所得发生地主管税务机关的确定原则，下列哪个说法是正确的？,regularity,1,2,neuron,,根据非居民税收管理规定，关于企业所得税法实施条例中所得发生地主管税务机关的确定原则，下列哪个说法是正确的？ A. 不动产转让所得，为转让不动产的企业的主管税务机关 | B. 权益性投资资产转让所得，为投资企业的所得税主管税务机关 | C. 股息、红利等权益性投资所得，为取得所得企业的所得税主管税务机关 | D. 利息所得、租金所得、特许权使用费所得，为负担、支付所得的单位或个人的所得税主管税务机关 答案:D
auto_neuron_会计学_neurons_财务管理_1,会计学,财务管理,MM理论(有税条件),abstraction,2,1,neuron,,MM定理:无税时资本结构与企业价值无关; 有公司税时债务利息税前扣除产生税盾=V_L=V_U+Tc×D; 理论极限100%负债最优; 现实受破产成本和代理成本约束; 权衡理论:最优负债率在税盾收益=破产成本处
auto_neuron_会计学_neurons_会计职业道德与法规_2,会计学,会计职业道德与法规,职业道德基本原则,abstraction,2,0,neuron,,诚信/客观公正/独立性/专业胜任能力和勤勉尽责/保密/良好职业行为; 利益冲突/自我评价/过度推介/密切关系/外在压力→五项威胁独立性
auto_neuron_会计学_neurons_公司治理专题_1,会计学,公司治理专题,股权激励,regularity,1,2,neuron,,"股票期权(授予价=市价→股价↑行权获利)/限制性股票(解锁条件:服务期限+业绩条件)/股票增值权(不实际发股,只发增值部分现金); 激励vs福利效应; 费用化会计:授予日公允价值÷等待期=每期间费用"
auto_neuron_会计学_neurons_高级财务分析与估值_3,会计学,高级财务分析与估值,行业分析与估值,abstraction,2,0,neuron,,波特五力模型(供应商议价/买方议价/新进入威胁/替代品威胁/现有竞争者)→判断行业盈利能力; 行业生命周期(导入/成长/成熟/衰退)→不同估值方法适用性不同; 宏观经济对行业的影响(周期性vs防御性)
auto_neuron_会计学_neurons_企业并购专题_1,会计学,企业并购专题,并购协同效应量化,abstraction,2,0,neuron,,经营协同:收入提升(交叉销售/市场份额/定价权)+成本节省(规模经济/消除重复/供应链整合); 财务协同:降低资本成本/优化资本结构/税盾(亏损抵税); 协同效应折现:考虑实现概率/实现时间/整合成本抵扣
auto_neuron_会计学_neurons_企业并购专题_3,会计学,企业并购专题,反收购策略,regularity,1,2,neuron,,预防性:董事会分期轮换/超级多数条款/毒丸计划/双重股权结构; 反应性:白马骑士/绿邮/皇冠明珠/金色降落伞/帕克曼防御; 中国:上市公司收购管理办法(要约收购/协议收购/间接收购的规则)
auto_neuron_会计学_neurons_税务筹划专题_1,会计学,税务筹划专题,国际税务筹划,regularity,1,2,neuron,,转让定价(关联交易价格调整→利润从高税率国→低税率国; 独立交易原则/公平价格); 受控外国公司(CFC)规则; 混合错配安排(Hybrid Mismatch); 全球最低税率(Pillar Two/GloBE):收入>7.5亿欧元跨国企业→最低有效税率15%
auto_neuron_会计学_neurons_学术研究方法_0,会计学,学术研究方法,实证会计研究方法,abstraction,2,0,neuron,,档案研究(Archival):利用上市公司数据库进行大样本回归分析; 实验研究(Experimental):操控变量测试被试者反应; 案例研究(Case Study):深入剖析典型企业的特定现象; 规范研究(Normative):基于逻辑推演探讨'应该怎样'
auto_neuron_会计学_neurons_商业伦理_1,会计学,商业伦理,会计职业道德决策模型,abstraction,2,0,neuron,,①识别道德问题 ②收集事实和相关信息 ③评估利益相关者影响 ④考虑可选方案(原则/法规/准则) ⑤做出决策并承担后果; 利益冲突场景:晋升压力vs报表真实性/客户要求降低审计费vs保持审计质量
auto_neuron_会计学_neurons_税法实务_2,会计学,税法实务,增值税一般纳税人认定标准,regularity,0,2,neuron,,年应征增值税销售额>500万元; 会计核算健全可主动申请; 已登记为一般纳税人后不得转为小规模(特殊除外); 超过标准未申请→按销售额×税率计税不得抵扣进项
auto_neuron_信息技术_neurons_计算机基础_0,信息技术,计算机基础,计算机组成原理,abstraction,2,0,neuron,,冯·诺依曼架构五大部件; CPU=控制器+运算器; 存储器的层次结构(寄存器/缓存/主存/外存)
auto_neuron_信息技术_neurons_算法与数据结构_4,信息技术,算法与数据结构,树与图,abstraction,2,0,neuron,,二叉树(遍历前中后序/层序); 二叉搜索树; 图(BFS/DFS; 最小生成树; 最短路径Dijkstra); 拓扑排序
auto_neuron_信息技术_neurons_初中信息_7,信息技术,初中信息,算法入门,abstraction,2,0,neuron,,算法特征(有穷/确定/输入/输出/可行); 流程图(起止/处理/判断/输入输出); 顺序/选择/循环结构; 变量
auto_neuron_化学_neurons_物质结构与周期律_1,化学,物质结构与周期律,核外电子排布,abstraction,2,1,neuron,,能层K/L/M/N/O/P/Q; 能级s/p/d/f; 能量最低原理; 泡利原理; 洪特规则; 2n²规则
auto_neuron_思想政治_neurons_哲学_2,思想政治,哲学,认识论,regularity,0,2,neuron,,实践是认识的来源/动力/检验标准/目的; 认识的反复性/无限性; 真理是具体的有条件的
auto_neuron_数学_neurons_函数_8,数学,函数,指数对数互化,regularity,0,2,neuron,,a^b=N⇔b=log_a N; 对数运算法则:log_a(MN)=log_a M+log_a N; 换底公式log_a b=log_c b/log_c a
auto_neuron_物理_neurons_电场_0,物理,电场,库仑定律,regularity,0,2,neuron,,F=kq1q2/r^2; k=9e9 N.m2/C2; 同斥异吸; 点电荷的条件
auto_neuron_生物_neurons_生态_1,生物,生态,群落,abstraction,2,0,neuron,,丰富度; 种间关系(捕食/竞争/寄生/互利共生); 垂直结构/水平结构; 演替(初生/次生)
auto_neuron_语文_neurons_语言文字_2,语文,语言文字,病句修改,abstraction,2,0,neuron,,6大病句类型:语序不当/搭配不当/成分残缺或赘余/结构混乱/表意不明/不合逻辑
auto_rule_会计学_rules_公司治理与内部控制_2,会计学,公司治理与内部控制,公司治理机制,abstraction,3,1,rule,,内部治理:董事会/监事会/审计委员会/薪酬委员会/股权结构/管理层激励(股票期权/限制性股票/绩效股); 外部治理:经理人市场/控制权市场(并购威胁)/产品市场竞争/法律制度; 中国上市公司治理特征(国有控股/一股独大/独立董事制度/党组织嵌入)
auto_rule_会计学_rules_并购与重组_1,会计学,并购与重组,并购估值方法,abstraction,2,0,rule,,"资产基础法(净资产评估→适用于重资产/清算); 市场法(可比交易法/可比公司法→P/E×净利润); 收益法(DCF→预测期+终值; 需考虑协同效应); 中国评估:收益法占主导,市场法和资产基础法辅助"
auto_rule_会计学_rules_财务管理规律_0,会计学,财务管理规律,财务比率分析框架,abstraction,3,0,rule,,杜邦恒等式ROE=PM×TAT×EM; 企业价值=未来自由现金流折现; 财务杠杆效应=ROE-ROA; 可持续增长率=ROE×(1-股利支付率)
auto_rule_会计学_rules_财务管理规律_1,会计学,财务管理规律,资本结构决定理论,abstraction,3,0,rule,,MM定理→修正MM(有税)→权衡理论→优序融资→信号理论; 核心权衡:税盾收益vs破产成本/代理成本; WACC最小化=企业价值最大化
auto_rule_会计学_rules_税收规律_0,会计学,税收规律,企业所得税税基规则,abstraction,2,1,rule,,应纳税所得额=收入总额-不征税收入-免税收入-各项扣除-以前年度亏损; 扣除遵循真实性/相关性/合理性三原则
auto_rule_会计学_rules_税收规律_1,会计学,税收规律,增值税抵扣链条原理,abstraction,2,1,rule,,销项税额-进项税额=应纳税额; 环环征收道道抵扣; 小规模纳税人不得抵扣进项→征收率低于一般纳税人税率; 价外税性质
auto_rule_历史_rules_历史方法论_0,历史,历史方法论,历史唯物史观,abstraction,2,0,rule,,社会存在决定社会意识; 生产力决定生产关系; 经济基础决定上层建筑; 人民群众是历史创造者
auto_rule_历史_rules_历史方法论_1,历史,历史方法论,历史分析框架,abstraction,2,0,rule,,原因(直接/根本/内因/外因)→过程(时间线/关键事件/人物)→影响(积极/消极/短期/长期)
auto_rule_历史_rules_历史方法论_2,历史,历史方法论,朝代更迭规律,abstraction,2,0,rule,,"开国→盛世→衰落→灭亡, 土地兼并与农民起义是重要推动力"
auto_rule_思想政治_rules_经济生活_0,思想政治,经济生活,价值规律,abstraction,2,0,rule,,商品价值由社会必要劳动时间决定; 价格围绕价值波动; 供求关系影响价格
auto_rule_物理_rules_光学_0,物理,光学,几何光学,regularity,0,2,rule,,折射定律 n1sinθ1=n2sinθ2; 全反射 sinC=n2/n1; 薄透镜公式 1/f=1/u+1/v
auto_rule_英语_rules_语法体系_1,英语,语法体系,从句规则,regularity,1,2,rule,,定语从句(that/which/who/whom/whose/where/when); 名词性从句(that/wh-); 状语从句(时间/条件/原因/让步/目的/结果)
auto_rule_语文_rules_写作方法_0,语文,写作方法,议论文结构,abstraction,2,0,rule,,引论(提出论点)→本论(并列/递进/对照/因果论证)→结论(总结/升华/号召); 论据:事实+道理
